"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept"
1615,"[seol] Antibiotics drug",41504176,"OMOP2702138","80000 MG Dihydrostreptomycin 0.00625 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.000599 MG/MG Topical Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41507330,"OMOP2705292","99300 MG Dihydrostreptomycin 0.0125 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0012 MG/MG Topical Powder","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41509279,"OMOP2707241","99300 MG Dihydrostreptomycin 0.0125 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0012 MG/MG Topical Powder [Pasimyxin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41510384,"OMOP2708346","99300 MG Dihydrostreptomycin 0.0125 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0012 MG/MG Topical Powder [Pasimyxin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",41509484,"OMOP2707446","99300 MG Dihydrostreptomycin 0.0125 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0012 MG/MG Topical Powder Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43163325,"OMOP504009","Azithromycin 0.0143 MG/MG","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42478752,"OMOP420837","Azithromycin 0.015 MG/MG","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43660231,"OMOP690308","Azithromycin 0.015 MG/MG [Infectoazit]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",46274210,"1040004","ceftaroline fosamil","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",43534854,"S01AA27","cefuroxime; ophthalmic","Drug","ATC","C"
1615,"[seol] Antibiotics drug",44066339,"OMOP1060970","Chloramphenicol 0.002 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44032963,"OMOP1027594","Chloramphenicol 0.002 MG/ML Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44102890,"OMOP1097521","Chloramphenicol 0.002 MG/ML Ophthalmic Ointment by Charton","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44123651,"OMOP1118282","Chloramphenicol 0.002 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44064267,"OMOP1058898","Chloramphenicol 0.002 MG/ML Ophthalmic Solution by Charton","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44117888,"OMOP1112519","Chloramphenicol 0.004 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44093737,"OMOP1088368","Chloramphenicol 0.004 MG/ML [Cebenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44045954,"OMOP1040585","Chloramphenicol 0.004 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44086808,"OMOP1081439","Chloramphenicol 0.004 MG/ML Ophthalmic Solution [Cebenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44076984,"OMOP1071615","Chloramphenicol 0.004 MG/ML Ophthalmic Solution [Cebenicol] by Chauvin","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44027323,"OMOP1021954","Chloramphenicol 0.005 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44068066,"OMOP1062697","Chloramphenicol 0.005 MG/ML [Chloromycetin Soln]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44068065,"OMOP1062696","Chloramphenicol 0.005 MG/ML [Chloroptic]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44055085,"OMOP1049716","Chloramphenicol 0.005 MG/ML [Diochloram]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44068064,"OMOP1062695","Chloramphenicol 0.005 MG/ML [Ophtho-Chloram]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44119647,"OMOP1114278","Chloramphenicol 0.005 MG/ML [Pms-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44045955,"OMOP1040586","Chloramphenicol 0.005 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44086810,"OMOP1081441","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Chloromycetin Soln]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44128871,"OMOP1123502","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Chloromycetin Soln] by Warner-Lambert","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44125770,"OMOP1120401","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Chloroptic]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44064266,"OMOP1058897","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Chloroptic] by Allergan","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44086809,"OMOP1081440","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Diochloram]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44064265,"OMOP1058896","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Diochloram] by Dioptic","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44073930,"OMOP1068561","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Ophtho-Chloram]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44051251,"OMOP1045882","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Ophtho-Chloram] by Altimed","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44073931,"OMOP1068562","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Pms-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44089870,"OMOP1084501","Chloramphenicol 0.005 MG/ML Ophthalmic Solution [Pms-Chloramphenicol] by Pharmascience","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42799377,"1293336","chloramphenicol 0.01 MG/MG [Chloromycetin]","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",43255232,"OMOP574229","Chloramphenicol 0.01 MG/MG [Chlorsig]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44068063,"OMOP1062694","Chloramphenicol 0.01 MG/MG [Odan-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44041990,"OMOP1036621","Chloramphenicol 0.01 MG/MG [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44055084,"OMOP1049715","Chloramphenicol 0.01 MG/MG [Pms-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43689264,"OMOP924365","Chloramphenicol 0.01 MG/MG [Posifenicol C]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42799376,"1293338","chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Chloromycetin]","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",44038138,"OMOP1032769","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Chloroptic] by Allergan","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43277061,"OMOP574230","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Chlorsig]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44061136,"OMOP1055767","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Odan-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44089869,"OMOP1084500","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Odan-Chloramphenicol] by Odan","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44086807,"OMOP1081438","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44051250,"OMOP1045881","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Pentamycetin] by Sandoz","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44112588,"OMOP1107219","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Pms-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44128870,"OMOP1123501","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Pms-Chloramphenicol] by Pharmascience","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43671363,"OMOP924386","Chloramphenicol 0.01 MG/MG Ophthalmic Ointment [Posifenicol C]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44104981,"OMOP1099612","Chloramphenicol 0.01 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44106634,"OMOP1101265","Chloramphenicol 0.01 MG/ML [Chloromycetin Ont]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44032962,"OMOP1027593","Chloramphenicol 0.01 MG/ML Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44061137,"OMOP1055768","Chloramphenicol 0.01 MG/ML Ophthalmic Ointment [Chloromycetin Ont]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44051252,"OMOP1045883","Chloramphenicol 0.01 MG/ML Ophthalmic Ointment [Chloromycetin Ont] by Warner-Lambert","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44053357,"OMOP1047988","Chloramphenicol 0.5 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44080723,"OMOP1075354","Chloramphenicol 0.5 MG/ML [Odan-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44058972,"OMOP1053603","Chloramphenicol 0.5 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44086811,"OMOP1081442","Chloramphenicol 0.5 MG/ML Ophthalmic Solution [Odan-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44076986,"OMOP1071617","Chloramphenicol 0.5 MG/ML Ophthalmic Solution [Odan-Chloramphenicol] by Odan","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44055083,"OMOP1049714","Chloramphenicol 2.5 MG/ML [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44099806,"OMOP1094437","Chloramphenicol 2.5 MG/ML Ophthalmic Solution [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44128869,"OMOP1123500","Chloramphenicol 2.5 MG/ML Ophthalmic Solution [Pentamycetin] by Sandoz","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42683398,"OMOP4912436","Chloramphenicol 40 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42683397,"OMOP4912437","Chloramphenicol 40 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43255230,"OMOP574224","Chloramphenicol 5 MG/ML [Chloramphenicol Minims]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43266022,"OMOP574223","Chloramphenicol 5 MG/ML [Chlorsig]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44055087,"OMOP1049718","Chloramphenicol 5 MG/ML [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42948464,"OMOP4675054","Chloramphenicol 5 MG/ML [UNIMED CHLORAMPHENICOL]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43277060,"OMOP574227","Chloramphenicol 5 MG/ML Ophthalmic Solution [Chloramphenicol Minims]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43255231,"OMOP574228","Chloramphenicol 5 MG/ML Ophthalmic Solution [Chloramphenicol Minims] Box of 20","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43266023,"OMOP574226","Chloramphenicol 5 MG/ML Ophthalmic Solution [Chlorsig]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44125771,"OMOP1120402","Chloramphenicol 5 MG/ML Ophthalmic Solution [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44128872,"OMOP1123503","Chloramphenicol 5 MG/ML Ophthalmic Solution [Pentamycetin] by Sandoz","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42948463,"OMOP4675053","Chloramphenicol 5 MG/ML Ophthalmic Solution [UNIMED CHLORAMPHENICOL]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43271499,"OMOP574225","Chloramphenicol 5 MG/ML Ophthalmic Solution by Apotex","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44070347,"OMOP1064978","Chloramphenicol Ophthalmic Ointment [Chloromycetin Ont]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42799382,"1293337","chloramphenicol Ophthalmic Ointment [Chloromycetin]","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",43271498,"OMOP574220","Chloramphenicol Ophthalmic Ointment [Chlorsig]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44057479,"OMOP1052110","Chloramphenicol Ophthalmic Ointment [Odan-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44044548,"OMOP1039179","Chloramphenicol Ophthalmic Ointment [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44083236,"OMOP1077867","Chloramphenicol Ophthalmic Ointment [Pms-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43725031,"OMOP924344","Chloramphenicol Ophthalmic Ointment [Posifenicol C]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44044550,"OMOP1039181","Chloramphenicol Ophthalmic Solution [Cebenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43293247,"OMOP574222","Chloramphenicol Ophthalmic Solution [Chloramphenicol Minims]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44083237,"OMOP1077868","Chloramphenicol Ophthalmic Solution [Chloromycetin Soln]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43266021,"OMOP574221","Chloramphenicol Ophthalmic Solution [Chlorsig]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44109061,"OMOP1103692","Chloramphenicol Ophthalmic Solution [Diochloram]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44070348,"OMOP1064979","Chloramphenicol Ophthalmic Solution [Odan-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44057480,"OMOP1052111","Chloramphenicol Ophthalmic Solution [Ophtho-Chloram]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44070346,"OMOP1064977","Chloramphenicol Ophthalmic Solution [Pentamycetin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44083239,"OMOP1077870","Chloramphenicol Ophthalmic Solution [Pms-Chloramphenicol]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42948465,"OMOP4675055","Chloramphenicol Ophthalmic Solution [UNIMED CHLORAMPHENICOL]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43823106,"OMOP711071","Chlortetracycline 0.01 MG/MG [Aureomycin Augensalbe Riemser]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43787019,"OMOP711072","Chlortetracycline 0.01 MG/MG Ophthalmic Ointment [Aureomycin Augensalbe Riemser]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43158448,"OMOP460385","Chlortetracycline 0.01 MG/MG Ophthalmic Ointment [Aureomycine Evans] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43136341,"OMOP460384","Chlortetracycline 0.01 MG/MG Ophthalmic Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44079068,"OMOP1073699","Chlortetracycline 0.01 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44068034,"OMOP1062665","Chlortetracycline 0.01 MG/ML [Aureomycin Oph]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44123635,"OMOP1118266","Chlortetracycline 0.01 MG/ML Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44099775,"OMOP1094406","Chlortetracycline 0.01 MG/ML Ophthalmic Ointment [Aureomycin Oph]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44089837,"OMOP1084468","Chlortetracycline 0.01 MG/ML Ophthalmic Ointment [Aureomycin Oph] by Lederle Cyanamid","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",43751069,"OMOP711070","Chlortetracycline Ophthalmic Ointment [Aureomycin Augensalbe Riemser]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44122145,"OMOP1116776","Chlortetracycline Ophthalmic Ointment [Aureomycin Oph]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",45774861,"1539239","dalbavancin","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",45776730,"1549540","dihydrostreptomycin","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",45776733,"1549544","dihydrostreptomycin / penicillin G Prefilled Syringe","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",45776737,"1549549","dihydrostreptomycin / penicillin G Prefilled Syringe [Quartermaster]","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",42711063,"OMOP2741307","Dihydrostreptomycin 0.00625 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG [Pasimyxin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42719403,"OMOP2738491","Dihydrostreptomycin 0.00625 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42710540,"OMOP2722190","Dihydrostreptomycin 0.00625 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment [Pasimyxin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42713137,"OMOP2731792","Dihydrostreptomycin 0.00625 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment [Pasimyxin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42726070,"OMOP2732076","Dihydrostreptomycin 0.00625 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42713465,"OMOP2732685","Dihydrostreptomycin 0.00626 MG/MG","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42717751,"OMOP2722599","Dihydrostreptomycin 0.00626 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG [Pasimyxin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42722107,"OMOP2727799","Dihydrostreptomycin 0.00626 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42727852,"OMOP2725960","Dihydrostreptomycin 0.00626 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment [Pasimyxin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42721235,"OMOP2734140","Dihydrostreptomycin 0.00626 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment [Pasimyxin] Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42727410,"OMOP2726221","Dihydrostreptomycin 0.00626 MG/MG / Hesperidin 0.02 MG/MG / Penicillin G 0.0006 MG/MG Topical Ointment Box of 1","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",45776731,"1549541","dihydrostreptomycin 100 MG/ML","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",45776736,"1549548","dihydrostreptomycin 100 MG/ML / penicillin G procaine 100000 UNT/ML [Quartermaster]","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",45776739,"1549552","dihydrostreptomycin 100 MG/ML / penicillin G procaine 100000 UNT/ML Prefilled Syringe","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",45776740,"1549553","dihydrostreptomycin 100 MG/ML / penicillin G procaine 100000 UNT/ML Prefilled Syringe [Quartermaster]","Drug","RxNorm","S"
1615,"[seol] Antibiotics drug",42720433,"OMOP2726375","Dihydrostreptomycin 624 MG/ML [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42710057,"OMOP2741457","Dihydrostreptomycin 624 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42729211,"OMOP2742296","Dihydrostreptomycin 624 MG/ML Injectable Solution [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42710541,"OMOP2727813","Dihydrostreptomycin 624 MG/ML Injectable Solution [Solvo Strept] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42726072,"OMOP2728387","Dihydrostreptomycin 624 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42714787,"OMOP2739664","Dihydrostreptomycin 649 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42712424,"OMOP2734864","Dihydrostreptomycin 649 MG/ML [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42730038,"OMOP2726431","Dihydrostreptomycin 649 MG/ML Injectable Solution","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42718540,"OMOP2739581","Dihydrostreptomycin 649 MG/ML Injectable Solution [Solvo Strept]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42723862,"OMOP2722988","Dihydrostreptomycin 649 MG/ML Injectable Solution [Solvo Strept] Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",42728742,"OMOP2729882","Dihydrostreptomycin 649 MG/ML Injectable Solution Box of 10","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44080411,"OMOP1075042","Erythromycin 0.005 MG/MG [Diomycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44080410,"OMOP1075041","Erythromycin 0.005 MG/MG [Erymycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44054732,"OMOP1049363","Erythromycin 0.005 MG/MG [Odan-Erythromycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44080409,"OMOP1075040","Erythromycin 0.005 MG/MG [Pdp-Erythromycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44112244,"OMOP1106875","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Diomycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44089373,"OMOP1084004","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Diomycin] by Dioptic","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44073569,"OMOP1068200","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Erymycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44102388,"OMOP1097019","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Erymycin] by MM","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44112243,"OMOP1106874","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Odan-Erythromycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44076493,"OMOP1071124","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Odan-Erythromycin] by Odan","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44047739,"OMOP1042370","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Pdp-Erythromycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44037628,"OMOP1032259","Erythromycin 0.005 MG/MG Ophthalmic Ointment [Pdp-Erythromycin] by Pendopharm","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44102389,"OMOP1097020","Erythromycin 0.005 MG/MG Ophthalmic Ointment by Rivex","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44089374,"OMOP1084005","Erythromycin 0.005 MG/MG Ophthalmic Ointment by Sterigen","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44080408,"OMOP1075039","Erythromycin 0.0053 MG/ML [Ilotycin Cryst Op]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44032763,"OMOP1027394","Erythromycin 0.0053 MG/ML Ophthalmic Ointment","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44086464,"OMOP1081095","Erythromycin 0.0053 MG/ML Ophthalmic Ointment [Ilotycin Cryst Op]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44063801,"OMOP1058432","Erythromycin 0.0053 MG/ML Ophthalmic Ointment [Ilotycin Cryst Op] by Lilly","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44095927,"OMOP1090558","Erythromycin Ophthalmic Ointment [Diomycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44121900,"OMOP1116531","Erythromycin Ophthalmic Ointment [Erymycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44031219,"OMOP1025850","Erythromycin Ophthalmic Ointment [Ilotycin Cryst Op]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44044275,"OMOP1038906","Erythromycin Ophthalmic Ointment [Odan-Erythromycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44121899,"OMOP1116530","Erythromycin Ophthalmic Ointment [Pdp-Erythromycin]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44128179,"OMOP1122810","Framycetin 0.005 MG/MG Ophthalmic Ointment [Soframycin] by Erfa 2012","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44037436,"OMOP1032067","Framycetin 0.005 MG/MG Ophthalmic Ointment [Soframycin] by Hoechst","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44128178,"OMOP1122809","Framycetin 0.005 MG/MG Ophthalmic Ointment [Soframycin] by Roussel","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44115029,"OMOP1109660","Framycetin 5 MG/ML Ophthalmic Solution [Soframycin] by Erfa 2012","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44102223,"OMOP1096854","Framycetin 5 MG/ML Ophthalmic Solution [Soframycin] by Hoechst","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44076297,"OMOP1070928","Framycetin 5 MG/ML Ophthalmic Solution [Soframycin] by Roussel","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44066116,"OMOP1060747","Fusidate 0.01 MG/ML","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44093288,"OMOP1087919","Fusidate 0.01 MG/ML [Fucithalmic]","Drug","RxNorm Extension","S"
1615,"[seol] Antibiotics drug",44071511,"OMOP1066142","Fusidate 0.01 MG/ML Ophthalmic Solution","Drug","RxNorm Extension","S"
